RataRata_Edukasi_Dewasa,SQBmeaned,SQBdependency,SQBovercrowding,Jumlah_HP,SQBedjefe,Tingkat_Kepadatan_Penghuni,SQBhogar_nin,Jumlah_Ruangan,Umur,Jumlah_Anak_0_19,SQBage,agesq,Jumlah_Dewasa,Sewa_Rumah_Bulanan,Total_Individu_Keluarga,Jumlah_Orang_Tinggal_DiRumah,Lama_Sekolah_Tahun,SQBescolari,SQBhogar_total,Punya_Plafon,Dinding_Bata,Kualitas_Lantai_Baik,Kualitas_Atap_Baik,Kualitas_Dinding_Baik,Lantai_Keramik,Masak_Gas,Masak_Listrik,Area_Pedesaan,Area_Perkotaan,Rumah_Milik_Sendiri_Lunas,Punya_TV,Kualitas_Atap_Sedang,Dinding_Semen_Prefab,Kualitas_Dinding_Sedang,Jumlah_Lansia_65Plus,Tingkat_Kemiskinan
2.0,4.0,1.0,0.44444448,2,4,0.66666669,0,6,59,0,3481,3481,2,130000.0,2,2,2,4,4,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,4
2.0,4.0,1.0,0.44444448,2,4,0.66666669,0,6,66,0,4356,4356,2,130000.0,2,2,2,4,4,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,4
12.5,156.25,0.0,0.44444448,2,0,0.66666669,0,5,55,0,3025,3025,2,130000.0,2,2,12,144,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,4
12.5,156.25,0.0,0.44444448,2,0,0.66666669,0,5,30,0,900,900,2,130000.0,2,2,13,169,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,4
18.0,324.0,2.25,6.25,3,256,2.5,9,4,19,3,361,361,2,130000.0,5,5,11,121,25,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,3
15.0,225.0,0.0,1.0,3,0,1.0,0,6,32,0,1024,1024,3,130000.0,3,3,15,225,9,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,4
15.0,225.0,0.0,1.0,3,0,1.0,0,6,42,0,1764,1764,3,130000.0,3,3,16,256,9,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,4
15.0,225.0,0.0,1.0,3,0,1.0,0,6,22,0,484,484,3,130000.0,3,3,14,196,9,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,4
8.0,64.0,0.25,1.0,3,0,1.0,1,3,52,1,2704,2704,2,89000.0,3,3,5,25,9,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
8.0,64.0,0.25,1.0,3,0,1.0,1,3,63,1,3969,3969,2,89000.0,3,3,11,121,9,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
8.0,64.0,0.25,1.0,3,0,1.0,1,3,15,1,225,225,2,89000.0,3,3,7,49,9,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
11.5,132.25,1.0,0.44444448,2,144,0.66666669,0,5,69,0,4761,4761,2,130000.0,2,2,12,144,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,4
11.5,132.25,1.0,0.44444448,2,144,0.66666669,0,5,62,0,3844,3844,2,130000.0,2,2,11,121,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,4
11.0,121.0,0.25,2.25,3,121,1.5,1,5,40,1,1600,1600,2,150000.0,3,3,11,121,9,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
11.0,121.0,0.25,2.25,3,121,1.5,1,5,12,1,144,144,2,150000.0,3,3,6,36,9,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
11.0,121.0,0.25,2.25,3,121,1.5,1,5,36,1,1296,1296,2,150000.0,3,3,11,121,9,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
0.0,0.0,64.0,0.25,2,0,0.5,0,6,82,0,6724,6724,1,130000.0,1,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,2
11.5,132.25,0.0625,1.0,5,36,1.0,1,7,18,1,324,324,4,130000.0,5,5,10,100,25,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3
11.5,132.25,0.0625,1.0,5,36,1.0,1,7,21,1,441,441,4,130000.0,5,5,8,64,25,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3
11.5,132.25,0.0625,1.0,5,36,1.0,1,7,56,1,3136,3136,4,130000.0,5,5,6,36,25,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3
11.5,132.25,0.0625,1.0,5,36,1.0,1,7,53,1,2809,2809,4,130000.0,5,5,11,121,25,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3
11.5,132.25,0.0625,1.0,5,36,1.0,1,7,23,1,529,529,4,130000.0,5,5,11,121,25,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,3
6.25,39.0625,0.0,1.7777779,4,4,1.3333334,0,5,51,0,2601,2601,4,130000.0,4,4,5,25,16,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,4
6.25,39.0625,0.0,1.7777779,4,4,1.3333334,0,5,58,0,3364,3364,4,130000.0,4,4,2,4,16,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,4
6.25,39.0625,0.0,1.7777779,4,4,1.3333334,0,5,21,0,441,441,4,130000.0,4,4,10,100,16,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,4
6.25,39.0625,0.0,1.7777779,4,4,1.3333334,0,5,29,0,841,841,4,130000.0,4,4,8,64,16,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,4
13.0,169.0,0.0625,1.5625,4,0,1.25,1,6,39,1,1521,1521,4,130000.0,5,5,17,289,25,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
13.0,169.0,0.0625,1.5625,4,0,1.25,1,6,38,1,1444,1444,4,130000.0,5,5,9,81,25,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
13.0,169.0,0.0625,1.5625,4,0,1.25,1,6,10,1,100,100,4,130000.0,5,5,3,9,25,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
13.0,169.0,0.0625,1.5625,4,0,1.25,1,6,23,1,529,529,4,130000.0,5,5,17,289,25,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
13.0,169.0,0.0625,1.5625,4,0,1.25,1,6,61,1,3721,3721,4,130000.0,5,5,9,81,25,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
11.0,121.0,64.0,1.0,1,0,1.0,0,3,68,0,4624,4624,1,40000.0,1,1,11,121,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,4
3.3333333,11.111111,4.0,1.0,2,0,1.0,0,5,66,0,4356,4356,3,130000.0,3,3,0,0,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,4
3.3333333,11.111111,4.0,1.0,2,0,1.0,0,5,93,0,8649,8649,3,130000.0,3,3,0,0,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,4
3.3333333,11.111111,4.0,1.0,2,0,1.0,0,5,32,0,1024,1024,3,130000.0,3,3,10,100,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,4
1.0,1.0,64.0,0.11111112,1,0,0.33333334,0,5,87,0,7569,7569,1,130000.0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,2
8.0,64.0,0.0,0.44444448,2,49,0.66666669,0,6,25,0,625,625,2,130000.0,2,2,9,81,4,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
8.0,64.0,0.0,0.44444448,2,49,0.66666669,0,6,32,0,1024,1024,2,130000.0,2,2,7,49,4,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
11.0,121.0,2.25,2.7777777,3,121,1.6666666,9,4,14,3,196,196,2,130000.0,5,5,7,49,25,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.0,121.0,2.25,2.7777777,3,121,1.6666666,9,4,8,3,64,64,2,130000.0,5,5,1,1,25,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.0,121.0,2.25,2.7777777,3,121,1.6666666,9,4,43,3,1849,1849,2,130000.0,5,5,11,121,25,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.0,121.0,2.25,2.7777777,3,121,1.6666666,9,4,4,3,16,16,2,130000.0,5,5,0,0,25,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.0,121.0,2.25,2.7777777,3,121,1.6666666,9,4,55,3,3025,3025,2,130000.0,5,5,11,121,25,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
8.5,72.25,0.25,2.25,3,0,1.5,1,3,17,1,289,289,2,70000.0,3,3,9,81,9,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,3
8.5,72.25,0.25,2.25,3,0,1.5,1,3,23,1,529,529,2,70000.0,3,3,11,121,9,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,3
8.5,72.25,0.25,2.25,3,0,1.5,1,3,59,1,3481,3481,2,70000.0,3,3,6,36,9,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,3
11.0,121.0,1.0,2.25,3,0,1.5,4,7,67,2,4489,4489,4,130000.0,6,6,6,36,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
11.0,121.0,1.0,2.25,3,0,1.5,4,7,14,2,196,196,4,130000.0,6,6,6,36,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
11.0,121.0,1.0,2.25,3,0,1.5,4,7,38,2,1444,1444,4,130000.0,6,6,15,225,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
11.0,121.0,1.0,2.25,3,0,1.5,4,7,10,2,100,100,4,130000.0,6,6,3,9,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
11.0,121.0,1.0,2.25,3,0,1.5,4,7,36,2,1296,1296,4,130000.0,6,6,12,144,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
11.0,121.0,1.0,2.25,3,0,1.5,4,7,25,2,625,625,4,130000.0,6,6,11,121,36,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,4
21.0,441.0,0.25,1.0,3,225,1.0,1,7,19,1,361,361,2,200000.0,3,3,12,144,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
21.0,441.0,0.25,1.0,3,225,1.0,1,7,54,1,2916,2916,2,200000.0,3,3,15,225,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
21.0,441.0,0.25,1.0,3,225,1.0,1,7,55,1,3025,3025,2,200000.0,3,3,15,225,9,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,4
7.0,49.0,1.0,4.0,3,0,2.0,4,3,9,2,81,81,2,130000.0,4,4,2,4,16,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,4
7.0,49.0,1.0,4.0,3,0,2.0,4,3,5,2,25,25,2,130000.0,4,4,0,0,16,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,4
7.0,49.0,1.0,4.0,3,0,2.0,4,3,30,2,900,900,2,130000.0,4,4,9,81,16,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,4
7.0,49.0,1.0,4.0,3,0,2.0,4,3,31,2,961,961,2,130000.0,4,4,5,25,16,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,4
23.0,529.0,4.0,1.0,2,0,1.0,4,5,18,2,324,324,1,100000.0,3,3,12,144,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
23.0,529.0,4.0,1.0,2,0,1.0,4,5,13,2,169,169,1,100000.0,3,3,6,36,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
23.0,529.0,4.0,1.0,2,0,1.0,4,5,45,2,2025,2025,1,100000.0,3,3,11,121,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
6.25,39.0625,1.0,4.0,0,4,2.0,0,4,83,0,6889,6889,4,50000.0,4,4,6,36,16,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,1
6.25,39.0625,1.0,4.0,0,4,2.0,0,4,25,0,625,625,4,50000.0,4,4,11,121,16,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,1
6.25,39.0625,1.0,4.0,0,4,2.0,0,4,53,0,2809,2809,4,50000.0,4,4,6,36,16,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,1
6.25,39.0625,1.0,4.0,0,4,2.0,0,4,83,0,6889,6889,4,50000.0,4,4,2,4,16,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,2,1
6.0,36.0,1.0,1.0,2,36,1.0,0,4,62,0,3844,3844,2,130000.0,2,2,6,36,4,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,3
6.0,36.0,1.0,1.0,2,36,1.0,0,4,72,0,5184,5184,2,130000.0,2,2,6,36,4,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,3
16.0,256.0,0.25,0.36000001,3,256,0.60000002,1,7,54,1,2916,2916,2,130000.0,3,3,16,256,9,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
16.0,256.0,0.25,0.36000001,3,256,0.60000002,1,7,54,1,2916,2916,2,130000.0,3,3,16,256,9,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
16.0,256.0,0.25,0.36000001,3,256,0.60000002,1,7,17,1,289,289,2,130000.0,3,3,11,121,9,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,4
21.0,441.0,64.0,0.11111112,1,0,0.33333334,0,6,70,0,4900,4900,1,130000.0,1,1,21,441,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,4
10.75,115.5625,0.0625,2.7777777,4,0,1.6666666,1,5,31,1,961,961,4,130000.0,5,5,13,169,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4
10.75,115.5625,0.0625,2.7777777,4,0,1.6666666,1,5,3,1,9,9,4,130000.0,5,5,0,0,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4
10.75,115.5625,0.0625,2.7777777,4,0,1.6666666,1,5,56,1,3136,3136,4,130000.0,5,5,6,36,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4
10.75,115.5625,0.0625,2.7777777,4,0,1.6666666,1,5,24,1,576,576,4,130000.0,5,5,8,64,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4
10.75,115.5625,0.0625,2.7777777,4,0,1.6666666,1,5,56,1,3136,3136,4,130000.0,5,5,16,256,25,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,4
7.0,49.0,0.0,1.0,2,49,1.0,0,4,22,0,484,484,1,50000.0,1,1,7,49,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1
11.0,121.0,0.0,0.25,1,0,0.5,0,3,51,0,2601,2601,1,100000.0,1,1,11,121,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
4.5,20.25,0.11111112,1.7777779,3,0,1.3333334,0,5,37,0,1369,1369,4,130000.0,4,4,6,36,16,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.5,20.25,0.11111112,1.7777779,3,0,1.3333334,0,5,43,0,1849,1849,4,130000.0,4,4,6,36,16,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.5,20.25,0.11111112,1.7777779,3,0,1.3333334,0,5,45,0,2025,2025,4,130000.0,4,4,6,36,16,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
4.5,20.25,0.11111112,1.7777779,3,0,1.3333334,0,5,74,0,5476,5476,4,130000.0,4,4,0,0,16,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4
11.0,121.0,0.44444448,2.7777777,4,100,1.6666666,4,4,50,2,2500,2500,3,42500.0,5,5,10,100,25,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2
11.0,121.0,0.44444448,2.7777777,4,100,1.6666666,4,4,18,2,324,324,3,42500.0,5,5,11,121,25,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2
11.0,121.0,0.44444448,2.7777777,4,100,1.6666666,4,4,7,2,49,49,3,42500.0,5,5,0,0,25,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2
11.0,121.0,0.44444448,2.7777777,4,100,1.6666666,4,4,23,2,529,529,3,42500.0,5,5,6,36,25,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2
11.0,121.0,0.44444448,2.7777777,4,100,1.6666666,4,4,42,2,1764,1764,3,42500.0,5,5,6,36,25,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2
7.5,56.25,0.25,0.5625,2,81,0.75,1,6,57,1,3249,3249,2,130000.0,3,3,9,81,9,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,3
7.5,56.25,0.25,0.5625,2,81,0.75,1,6,14,1,196,196,2,130000.0,3,3,7,49,9,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,3
7.5,56.25,0.25,0.5625,2,81,0.75,1,6,55,1,3025,3025,2,130000.0,3,3,6,36,9,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,3
11.666667,136.11111,0.11111112,1.7777779,4,49,1.3333334,1,5,15,1,225,225,3,130000.0,4,4,9,81,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.666667,136.11111,0.11111112,1.7777779,4,49,1.3333334,1,5,44,1,1936,1936,3,130000.0,4,4,7,49,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.666667,136.11111,0.11111112,1.7777779,4,49,1.3333334,1,5,47,1,2209,2209,3,130000.0,4,4,16,256,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
11.666667,136.11111,0.11111112,1.7777779,4,49,1.3333334,1,5,22,1,484,484,3,130000.0,4,4,12,144,16,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,4
15.0,225.0,1.0,1.7777779,4,256,1.3333334,4,5,16,2,256,256,2,169000.0,4,4,6,36,16,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
15.0,225.0,1.0,1.7777779,4,256,1.3333334,4,5,9,2,81,81,2,169000.0,4,4,2,4,16,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
15.0,225.0,1.0,1.7777779,4,256,1.3333334,4,5,39,2,1521,1521,2,169000.0,4,4,14,196,16,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
15.0,225.0,1.0,1.7777779,4,256,1.3333334,4,5,43,2,1849,1849,2,169000.0,4,4,16,256,16,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,4
8.5,72.25,0.0,1.0,2,81,1.0,0,4,44,0,1936,1936,2,75000.0,2,2,9,81,4,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,4
8.5,72.25,0.0,1.0,2,81,1.0,0,4,20,0,400,400,2,75000.0,2,2,8,64,4,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,33,7,1089,1089,2,130000.0,9,9,11,121,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,0,7,0,0,2,130000.0,9,9,0,0,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,4,7,16,16,2,130000.0,9,9,0,0,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,3,7,9,9,2,130000.0,9,9,0,0,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,35,7,1225,1225,2,130000.0,9,9,14,196,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,7,7,49,49,2,130000.0,9,9,1,1,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,4,7,16,16,2,130000.0,9,9,0,0,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,9,7,81,81,2,130000.0,9,9,2,4,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
12.5,156.25,12.25,5.0625,2,196,2.25,49,7,2,7,4,4,2,130000.0,9,9,0,0,81,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,4
5.0,25.0,4.0,2.25,2,16,1.5,0,8,65,0,4225,4225,3,130000.0,3,3,4,16,9,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2
5.0,25.0,4.0,2.25,2,16,1.5,0,8,70,0,4900,4900,3,130000.0,3,3,0,0,9,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2
5.0,25.0,4.0,2.25,2,16,1.5,0,8,24,0,576,576,3,130000.0,3,3,11,121,9,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2
11.0,121.0,0.25,2.25,2,0,1.5,1,4,36,1,1296,1296,2,80000.0,3,3,11,121,9,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,3
11.0,121.0,0.25,2.25,2,0,1.5,1,4,30,1,900,900,2,80000.0,3,3,11,121,9,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,3
11.0,121.0,0.25,2.25,2,0,1.5,1,4,6,1,36,36,2,80000.0,3,3,0,0,9,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,3
6.0,36.0,9.0,4.0,1,0,2.0,9,3,30,3,900,900,1,65000.0,4,4,6,36,16,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2
6.0,36.0,9.0,4.0,1,0,2.0,9,3,6,3,36,36,1,65000.0,4,4,0,0,16,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2
6.0,36.0,9.0,4.0,1,0,2.0,9,3,15,3,225,225,1,65000.0,4,4,7,49,16,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2
6.0,36.0,9.0,4.0,1,0,2.0,9,3,8,3,64,64,1,65000.0,4,4,2,4,16,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2
9.0,81.0,0.25,2.25,1,0,1.5,1,4,32,1,1024,1024,2,70000.0,3,3,12,144,9,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2
9.0,81.0,0.25,2.25,1,0,1.5,1,4,56,1,3136,3136,2,70000.0,3,3,6,36,9,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2
9.0,81.0,0.25,2.25,1,0,1.5,1,4,3,1,9,9,2,70000.0,3,3,0,0,9,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,2
11.0,121.0,0.0,0.11111112,1,0,0.33333334,0,6,35,0,1225,1225,1,250000.0,1,1,11,121,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,4
8.5,72.25,1.0,1.0,3,0,1.0,0,4,30,0,900,900,2,130000.0,2,2,11,121,4,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,4
8.5,72.25,1.0,1.0,3,0,1.0,0,4,68,0,4624,4624,2,130000.0,2,2,6,36,4,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,4
7.0,49.0,0.0,1.0,2,0,1.0,0,4,32,0,1024,1024,2,130000.0,2,2,11,121,4,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,4
7.0,49.0,0.0,1.0,2,0,1.0,0,4,54,0,2916,2916,2,130000.0,2,2,3,9,4,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,4
2.0,4.0,64.0,0.25,1,0,0.5,0,4,67,0,4489,4489,1,130000.0,1,1,2,4,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,2
7.5,56.25,0.25,2.25,2,36,1.5,1,5,35,1,1225,1225,2,130000.0,3,3,6,36,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
7.5,56.25,0.25,2.25,2,36,1.5,1,5,8,1,64,64,2,130000.0,3,3,2,4,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
7.5,56.25,0.25,2.25,2,36,1.5,1,5,32,1,1024,1024,2,130000.0,3,3,9,81,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,3
8.0,64.0,0.25,2.25,2,0,1.5,1,4,10,1,100,100,2,130000.0,3,3,3,9,9,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
8.0,64.0,0.25,2.25,2,0,1.5,1,4,62,1,3844,3844,2,130000.0,3,3,3,9,9,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
8.0,64.0,0.25,2.25,2,0,1.5,1,4,33,1,1089,1089,2,130000.0,3,3,13,169,9,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,4
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,10,5,100,100,3,130000.0,8,8,3,9,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,13,5,169,169,3,130000.0,8,8,5,25,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,43,5,1849,1849,3,130000.0,8,8,7,49,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,1,5,1,1,3,130000.0,8,8,0,0,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,15,5,225,225,3,130000.0,8,8,8,64,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,20,5,400,400,3,130000.0,8,8,13,169,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,23,5,529,529,3,130000.0,8,8,8,64,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
9.333333,87.111107,2.7777777,16.0,2,0,4.0,25,4,7,5,49,49,3,130000.0,8,8,0,0,64,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
8.0,64.0,4.0,1.0,2,0,1.0,4,5,9,2,81,81,1,130000.0,3,3,3,9,9,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
8.0,64.0,4.0,1.0,2,0,1.0,4,5,10,2,100,100,1,130000.0,3,3,4,16,9,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
8.0,64.0,4.0,1.0,2,0,1.0,4,5,44,2,1936,1936,1,130000.0,3,3,8,64,9,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1
7.0,49.0,0.25,9.0,2,36,3.0,1,2,43,1,1849,1849,2,130000.0,3,3,6,36,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2
7.0,49.0,0.25,9.0,2,36,3.0,1,2,2,1,4,4,2,130000.0,3,3,0,0,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2
7.0,49.0,0.25,9.0,2,36,3.0,1,2,29,1,841,841,2,130000.0,3,3,8,64,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2
6.0,36.0,0.0,4.0,1,36,2.0,0,5,56,0,3136,3136,2,130000.0,2,2,6,36,4,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,2
